date,title,address,url,Date_Appended
2026-09-12,SeaSpice Rooftop Club Opens at Broadway Near San Antonio’s Pearl,"1803 Broadway, San Antonio, TX 78215, USA",https://whatnow.com/san-antonio/restaurants/seaspice-rooftop-club-opens-at-1900-broadway-near-san-antonios-pearl/,2026-09-15
2026-09-12,Qdoba Plans Devine Street Location in Columbia,"4600 Devine St, Columbia, SC 29205",https://whatnow.com/charleston/restaurants/qdoba-plans-devine-street-location-in-columbia/,2026-09-15
2026-09-12,Spuds-N-Subs Bringing Loaded Potatoes and Premiums Subs to Second Myrtle Beach Location,"2304 N Kings Hwy, Myrtle Beach, SC 29577",https://whatnow.com/charleston/restaurants/spuds-n-subs-bringing-loaded-potatoes-and-premiums-subs-to-second-myrtle-beach-location/,2026-09-15
2026-09-12,Wild Poppy Expanding With Second Sebastopol Location,"6780 Depot St., Suite 160, Sebastopol, CA 95472",https://whatnow.com/san-francisco/restaurants/wild-poppy-expanding-with-second-sebastopol-location/,2026-09-15
2026-09-12,Shibam Coffee Plans Orlando Debut,"3370 Rouse Rd, Orlando, FL 32817",https://whatnow.com/orlando/restaurants/shibam-coffee-plans-orlando-debut/,2026-09-15
2026-09-12,Organic Hour | Restore Cafe & Juicery Planned for West Palmdale,"Palmdale, CA 93551",https://whatnow.com/los-angeles/restaurants/organic-hour-restore-cafe-juicery-planned-for-west-palmdale/,2026-09-15
2026-09-12,Café La Lele to Open First Brick-and-Mortar Coffee Shop in San Antonio,"106 Michigan Ave, San Antonio, TX 78201, USA",https://whatnow.com/san-antonio/restaurants/cafe-la-lele-to-open-first-brick-and-mortar-coffee-shop-in-san-antonio/,2026-09-15
2026-09-12,"Mi Cozumel to Open 6,400-Square-Foot Restaurant at Hotel Celare in Clifton","310 Straight St, Cincinnati, OH 45219, USA",https://whatnow.com/columbus/restaurants/mi-cozumel-to-open-6400-square-foot-restaurant-at-hotel-celare-in-clifton/,2026-09-15
2026-09-12,The Buffalo Room Will Bring a New VIP Experience to Grays on Main Later This Year,"332 Main St, Franklin, TN 37064, USA",https://whatnow.com/nashville/restaurants/the-buffalo-room-will-bring-a-new-vip-experience-to-grays-on-main-later-this-year/,2026-09-15
2026-09-12,Spice Palette Indian Cuisine Expanding to Summerville’s Nexton Community,"1287 Nexton Pkwy, Summerville, SC 29483",https://whatnow.com/charleston/restaurants/spice-palette-indian-cuisine-expanding-to-summervilles-nexton-community/,2026-09-15
2026-09-12,Planned East Irlo Bronson Memorial Highway Retail Center Includes New Portillo’s,"Aeronautical Dr & E Irlo Bronson Memorial Hwy, Kissimmee, FL 34744",https://whatnow.com/orlando/restaurants/planned-east-irlo-bronson-memorial-highway-retail-center-includes-new-portillos/,2026-09-15
2026-09-12,Woody’s Bar-B-Q Plans New Southside Jacksonville Location,,https://whatnow.com/jacksonville/restaurants/woodys-bar-b-q-plans-new-southside-jacksonville-location/,2026-09-15
2026-09-12,Treetop Coffee Is Brewing a Second Knoxville Location at Lone Tree Pass,"Knoxville, TN 37902, USA",https://whatnow.com/nashville/restaurants/treetop-coffee-is-brewing-a-second-knoxville-location-at-lone-tree-pass/,2026-09-15
2026-09-11,A Video Bar Called Out of Order Is Coming to Harvey Milk Street,"1224 SW HARVEY MILK ST, Portland, OR 97205",https://whatnow.com/portland/restaurants/a-video-bar-called-out-of-order-is-coming-to-harvey-milk-street/,2026-09-15
2026-09-11,"Lila's, New All-Day Restaurant and Cocktail Destination, Opening This Fall","1201 Fannin St, Houston, TX 77002",https://whatnow.com/houston/restaurants/lilas-new-all-day-restaurant-and-cocktail-destination-opening-this-fall/,2026-09-15
2026-09-11,Bojangles to Open its First Location with a Full Bar Inside the LINQ,3535 S Las Vegas Blvd,https://whatnow.com/las-vegas/restaurants/bojangles-to-open-its-first-location-with-a-full-bar-inside-the-linq/,2026-09-15
2026-08-29,Bake n’ Soda Bringing Sodas and Treats to Springfield Storefront,"901 S Main St, Springfield, TN 37172",https://whatnow.com/nashville/restaurants/bake-n-soda-bringing-sodas-and-treats-to-springfield-storefront/,2026-08-29
2026-08-28,Tamra & Co. Bringing Saudi Hospitality to Pike Place Market,,https://whatnow.com/seattle/restaurants/tamra-co-bringing-saudi-hospitality-to-pike-place-market/,2026-08-29
2026-08-28,Mister O1 Extraordinary Pizza Coming to Coconut Creek,"4437 Lyons Rd, Coconut Creek, FL 33073",https://whatnow.com/miami/restaurants/mister-o1-extraordinary-pizza-coming-to-coconut-creek/,2026-08-29
2026-08-28,Lady Funari Targets October Opening After $1.5 Million South End Transformation,"222 E Bland St, Charlotte, NC 28203, USA",https://whatnow.com/charlotte/restaurants/lady-funari-targets-october-opening-after-1-5-million-south-end-transformation/,2026-08-29
2026-08-28,New Five Guys Location Opening on James Island,"Suite V, 1739 Maybank Hwy, Charleston, SC 29412",https://whatnow.com/charleston/restaurants/new-five-guys-location-opening-on-james-island/,2026-08-29
2026-08-28,Urban Dining Group Adding Multiple Concepts At NBA Courtside Location | What Now Toronto,"15 Queens Quay E, Toronto, ON M5E 0C5, Canada",https://whatnow.com/toronto/restaurants/urban-dining-group-adding-multiple-concepts-at-nba-courtside-location/,2026-08-29
2026-08-28,Renso Pho-Potle Bringing New Pho Experience To Toronto | What Now Toronto,"506 Queen St W, Toronto, ON M5V 2B3, Canada",https://whatnow.com/toronto/restaurants/renso-pho-potle-bringing-new-pho-experience-to-toronto/,2026-08-29
2026-08-28,A Popular Chicken Chain Opens a New Location in Brooklyn With 80 Jobs,"1569 Flatbush Ave #1573, Brooklyn, NY 11210",https://whatnow.com/new-york/restaurants/a-popular-chicken-chain-opens-a-new-location-in-brooklyn-with-80-jobs/,2026-08-29
2026-08-28,La Tia y El Paisano Plans Opening in Bradenton,"5803 15th St E, Bradenton, FL 34203",https://whatnow.com/tampa/restaurants/la-tia-y-el-paisano-plans-opening-in-bradenton/,2026-08-29
2026-08-28,Nicoletto’s Pasta Co. Opening Third Location in Mt. Juliet,"11324 Lebanon Rd, Mt. Juliet, TN 37122",https://whatnow.com/nashville/restaurants/nicolettos-pasta-co-opening-third-location-in-mt-juliet/,2026-08-29
2026-08-28,Urbane Cafe To Open In Dana Point,"32545 Golden Lantern, Dana Point, CA 92629",https://whatnow.com/orange-county/restaurants/urbane-cafe-to-open-in-dana-point/,2026-08-29
2026-08-28,Chef Étienne Nadeau Opening New Restaurant In Québec | What Now Montreal,"11 Boulevard René-Lévesque O, Québec, QC G1R 2V5, Canada",https://whatnow.com/montreal/restaurants/chef-etienne-nadeau-opening-new-restaurant-in-quebec/,2026-08-29
2026-08-28,Pure Green To Open First Bay Area Location In Fremont,"37140 Fremont Blvd, Fremont, CA 94536",https://whatnow.com/san-francisco/restaurants/pure-green-to-open-first-bay-area-location-in-fremont/,2026-08-29
2026-08-28,Fat Rabbit Owner Planning New Restaurant In St. Catharines | What Now Toronto,"180 St Paul St, St. Catharines, ON L2R 3M2, Canada",https://whatnow.com/toronto/restaurants/fat-rabbit-owner-planning-new-restaurant-in-st-catharines/,2026-08-29
2026-08-28,Tenka Sushi Eyes Fall Opening in Palm Beach Gardens,"12465 Northlake Blvd #100, Palm Beach Gardens, FL 33412",https://whatnow.com/miami/restaurants/tenka-sushi-eyes-fall-opening-in-palm-beach-gardens/,2026-08-29
2026-08-28,8D Rodeo Bar & Thrill Bringing Unique Entertainment and Dining Experience to Wolfchase Galleria,"2760 N Germantown Pkwy, Memphis, TN 38133",https://whatnow.com/memphis/restaurants/8d-rodeo-bar-thrill-bringing-unique-entertainment-and-dining-experience-to-wolfchase-galleria/,2026-08-29
2026-08-28,Torchy's Tacos to Open New Location at Austin's East Village,"3500 E Parmer Ln, Austin, TX 78754, USA",https://whatnow.com/austin/restaurants/torchys-tacos-to-open-new-location-at-austins-east-village/,2026-08-29
2026-08-28,Dave's Hot Chicken Sets Sights on Killeen,"2801 Central Expy, Melissa, TX 75454, USA",https://whatnow.com/austin/restaurants/daves-hot-chicken-sets-sights-on-killeen/,2026-08-29
2026-08-28,Building Neighborhood Destination Brands With The Kent Memphis and Over Keel at The Kent,,https://whatnow.com/memphis/restaurants/building-neighborhood-destination-brands-with-the-kent-memphis-and-over-keel-at-the-kent/,2026-08-29
2026-08-28,Lira Italian Kitchen Set to Fill a Former Chase Bank Building in Downtown Hilliard,"4056 Main St, Hilliard, OH 43026",https://whatnow.com/columbus/restaurants/lira-italian-kitchen-set-to-fill-a-former-chase-bank-building-in-downtown-hilliard/,2026-08-29
2026-08-28,Mountain Mike's Pizza Plans New Prosper Location,"220 W Frontier Pkwy #100, Prosper, TX 75078, USA",https://whatnow.com/dallas/restaurants/mountain-mikes-pizza-plans-new-prosper-location/,2026-08-29
2026-08-28,Lowe’s Donuts Expanding to Newburyport With Second Allergy-Friendly Bakery,"Newburyport, Massachusetts",https://whatnow.com/boston/restaurants/lowes-donuts-expanding-to-newburyport-with-second-allergy-friendly-bakery/,2026-08-29
2026-08-28,Mark Rich's New York Pizza to Return to the Las Vegas Valley,"1930 Rock Springs Dr, Las Vegas, NV 89128",https://whatnow.com/las-vegas/restaurants/mark-richs-new-york-pizza-to-return-to-the-las-vegas-valley/,2026-08-29
2026-08-28,First-Ever Kyuramen Express to Open in New York City's Financial District | What Now New York,"40 Gold St, New York, NY 10038",https://whatnow.com/new-york/restaurants/first-ever-kyuramen-express-to-open-in-new-york-citys-financial-district/,2026-08-29
2026-08-28,Asian Hibachi Grill Opening on John Island,"3575 Maybank Hwy, Johns Island, SC 29455",https://whatnow.com/charleston/restaurants/asian-hibachi-grill-opening-on-john-island/,2026-08-29
2026-08-28,Whataburger Eyes New Gatesville Location,"2733 TX-36 BUS, Gatesville, TX 76528, USA",https://whatnow.com/austin/restaurants/whataburger-eyes-new-gatesville-location/,2026-08-29
2026-08-28,Locally Owned Diner Chain Expanding to Menifee,"29787 Antelope Rd, Suite 110, Menifee, CA 92584",https://whatnow.com/orange-county/restaurants/locally-owned-diner-chain-expanding-to-menifee/,2026-08-29
2026-08-28,Cuban Cafe Coming to Base of Apartment Building in Pompano Beach,"1621 S Dixie Hwy Unit 117, Pompano Beach, FL 33060",https://whatnow.com/miami/restaurants/cuban-cafe-coming-to-base-of-apartment-building-in-pompano-beach/,2026-08-29
2026-08-28,Casa Mia To Open In San Carlos,"677 Laurel St, San Carlos, CA 94070",https://whatnow.com/san-francisco/restaurants/casa-mia-to-open-in-san-carlos/,2026-08-29
2026-08-28,Habit Burger & Grill Planning New Fort Lauderdale Restaurant,"6500 NW 12th Ave, Fort Lauderdale, FL 33309",https://whatnow.com/miami/restaurants/habit-burger-grill-planning-new-fort-lauderdale-restaurant/,2026-08-29
2026-08-28,Punjabi Haveli Opening New Location In Scarborough | What Now Toronto,"1780 Markham Rd, Scarborough, ON M1B 2W2, Canada",https://whatnow.com/toronto/restaurants/punjabi-haveli-opening-new-location-in-scarborough/,2026-08-29
2026-08-28,New Tulum Grill Concept with Mexican Flavors Planned for Boca Raton,"1580 NW 2nd Ave, Boca Raton, FL 33432",https://whatnow.com/miami/restaurants/new-tulum-grill-concept-with-mexican-flavors-planned-for-boca-raton/,2026-08-29
2026-08-28,"Tori Japan Plans Four New Greater Boston Locations, From Boston University to Taunton",,https://whatnow.com/boston/restaurants/tori-japan-plans-four-new-greater-boston-locations-from-boston-university-to-taunton/,2026-08-29
2026-08-28,The Bungalow Revives Plans for San Diego Location,,https://whatnow.com/san-diego/restaurants/the-bungalow-revives-plans-for-san-diego-location/,2026-08-29
2026-08-28,Bethlehem Bakery Veteran Makes Comeback With Frosted Chaos,"518 Long St., Bethlehem, PA 18018",https://whatnow.com/philadelphia/restaurants/bethlehem-bakery-veteran-makes-comeback-with-frosted-chaos/,2026-08-29
2026-08-28,Que Onda Tacos Preparing Flagship Location in Montford Area,"1515 Mockingbird Ln, Charlotte, NC 28209",https://whatnow.com/charlotte/restaurants/que-onda-tacos-preparing-flagship-location-in-montford-area/,2026-08-29
2026-08-28,Caribou Coffee To Bring Location To Canton | What Now Atlanta,"6375 Hickory Flat Hwy, Canton, GA 30115",https://whatnow.com/atlanta/restaurants/caribou-coffee-to-bring-location-to-canton/,2026-08-29
2026-08-28,"King Corona 1902 Opening This November with Cigars, Members-Only Lounge","1902 E 7th Ave, Tampa, FL 33605",https://whatnow.com/tampa/restaurants/king-corona-1902-opening-this-november-with-cigars-members-only-lounge/,2026-08-29
2026-08-28,Suki Desu Expanding With Hell’s Kitchen Location,"709 9th Ave., New York, NY 10019",https://whatnow.com/new-york/restaurants/suki-desu-expanding-with-hells-kitchen-location/,2026-08-29
2026-08-28,Caragiulo’s Italian American Restaurant Plans Reopening in New Home,"1833 Ringling Blvd, Sarasota, FL 34236",https://whatnow.com/tampa/restaurants/caragiulos-italian-american-restaurant-plans-reopening-in-new-home/,2026-08-29
2026-08-28,Twin Peaks Coming to Three South Texas Cities,,https://whatnow.com/san-antonio/restaurants/twin-peaks-coming-to-three-south-texas-cities/,2026-08-29
2026-08-28,Taco Bell Franchisee Converting Empty Drive-Thru,"3828 Hamner Ave, Eastvale, CA 91752",https://whatnow.com/orange-county/restaurants/taco-bell-franchisee-converting-empty-drive-thru/,2026-08-29
2026-08-28,Tru Blue’s House of Wings Announces Reopening,"1039 Johnnie Dodds Blvd, Mt Pleasant, SC 29464",https://whatnow.com/charleston/restaurants/tru-blues-house-of-wings-announces-reopening/,2026-08-29
2026-08-28,New York Butcher Shoppe Planning Smyrna Location | What Now Atlanta,"4600 W Village Pl, Smyrna, GA 30080",https://whatnow.com/atlanta/restaurants/new-york-butcher-shoppe-planning-smyrna-location/,2026-08-29
2026-08-28,Einstein Bros Bagels to Open a Spot in San Jacinto Marketplace,"6609 Garth Rd, Baytown, TX 77521",https://whatnow.com/houston/restaurants/einstein-bros-bagels-to-open-a-spot-in-san-jacinto-marketplace/,2026-08-29
2026-08-28,PIlar Coffee Bar is Opening a New Miami Location,"17405 S Dixie Hwy, Miami, FL 33157",https://whatnow.com/miami/restaurants/pilar-coffee-bar-is-opening-a-new-miami-location/,2026-08-29
2026-08-28,embe Cafe Coming to South Beach,"1600 Alton Rd, Miami Beach, FL 33139",https://whatnow.com/miami/restaurants/embe-cafe-coming-to-south-beach/,2026-08-29
2026-08-28,Army Ant’s Cheeseburgers Planning Old-School Burger Joint in Avondale,,https://whatnow.com/phoenix/restaurants/army-ants-cheeseburgers-planning-old-school-burger-joint-in-avondale/,2026-08-29
2026-08-28,Cafe Zupas Preps a Fourth Central Ohio Restaurant in Polaris,"1161 Polaris Pkwy, Columbus, OH 43240, USA",https://whatnow.com/columbus/restaurants/cafe-zupas-preps-a-fourth-central-ohio-restaurant-in-polaris/,2026-08-29
2026-08-28,Local Restaurateurs Opening Casa Rubia In Toronto | What Now Toronto,"293 Palmerston Ave, Toronto, ON M6J 2J3, Canada",https://whatnow.com/toronto/restaurants/local-restaurateurs-opening-casa-rubia-in-toronto/,2026-08-29
2026-08-28,Honeycomb to Open Second North Shore Location in Marblehead,"259 Washington St, Marblehead, MA 01945",https://whatnow.com/boston/restaurants/honeycomb-to-open-second-north-shore-location-in-marblehead/,2026-08-29
2026-08-28,Billiards Company Working on Full-Service Bar and Restaurant Off I-95,"7026 A C Skinner Pkwy, Jacksonville, FL 32256",https://whatnow.com/jacksonville/restaurants/billiards-company-working-on-full-service-bar-and-restaurant-off-i-95/,2026-08-29
2026-08-28,Crumbl Cookies Planning First St. Johns County Store,"305 State Rte 312, St. Augustine, FL 32086",https://whatnow.com/jacksonville/restaurants/crumbl-cookies-planning-first-st-johns-county-store/,2026-08-29
2026-08-28,"Session House to Bring Irish Music, Elevated Pub Fare, and Soulful Spirit to Dorchester’s Adams Village","782 Adams St, Dorchester, MA 02124",https://whatnow.com/boston/restaurants/session-house-to-bring-irish-music-elevated-pub-fare-and-soulful-spirit-to-dorchesters-adams-village/,2026-08-29
2026-08-28,"After 30 Years, a Taylor Community Diner Is Closing Its Doors","8787 Telegraph Rd, Taylor, MI 48180",https://whatnow.com/detroit/restaurants/after-30-years-a-taylor-community-diner-is-closing-its-doors/,2026-08-29
2026-08-28,Little Rosa’s Pizza Joining Hickory Flat Marketplace | What Now Atlanta,"6375 Hickory Flat Hwy, Canton, GA 30115",https://whatnow.com/atlanta/restaurants/little-rosas-pizza-joining-hickory-flat-marketplace/,2026-08-29
2026-08-28,A Southern Fine Dining Gem Inside The Jay Hotel Is Closing Next Month,"433 Clay St, San Francisco, CA 94111, United States",https://whatnow.com/san-francisco/restaurants/a-southern-fine-dining-gem-inside-the-jay-hotel-is-closing-next-month/,2026-08-29
2026-08-28,Jamaica House Restaurant Bringing Jamaican Flavors to West Park,"5971 SW 23rd St, West Park, FL 33023",https://whatnow.com/miami/restaurants/jamaica-house-restaurant-bringing-jamaican-flavors-to-west-park/,2026-08-29
2026-08-28,Bahama Buck's to Open First Anna Location,"1004 W Rosamond Pkwy, Anna, TX 75409, USA",https://whatnow.com/dallas/restaurants/bahama-bucks-to-open-first-anna-location/,2026-08-29
2026-08-28,Nauti Turtle Sports Bar & Grill Prepares to Open in Key Colony Beach,"400 Sadowski Causeway, Key Colony Beach, FL 33051",https://whatnow.com/miami/restaurants/nauti-turtle-sports-bar-grill-prepares-to-open-in-key-colony-beach/,2026-08-29
2026-08-28,Cafe to Bring Life Back to Palisades Storefront,"4885 MacArthur Blvd NW, Washington, DC 20007",https://whatnow.com/washington-dc/restaurants/cafe-to-bring-life-back-to-palisades-storefront/,2026-08-29
2026-08-28,Damaskino Mediterranean Grill Expanding With Second Jacksonville Location,"3825 Baymeadows Rd, Jacksonville, FL 32217",https://whatnow.com/jacksonville/restaurants/damaskino-mediterranean-grill-expanding-with-second-jacksonville-location/,2026-08-29
2026-08-28,Dalmoros Fresh Italian Bringing Fresh Pasta to Jacksonville’s Five Points,"1018 Park St, Jacksonville, FL 32204",https://whatnow.com/jacksonville/restaurants/dalmoros-fresh-italian-bringing-fresh-pasta-to-jacksonvilles-five-points/,2026-08-29
2026-08-28,Blue Corn Cafe & Bakery Plans Orange County Expansion,,https://whatnow.com/orange-county/restaurants/blue-corn-cafe-bakery-plans-orange-county-expansion/,2026-08-29
2026-08-28,Hedley Club To Reopen At Hotel De Anza In San Jose,"233 W Santa Clara St, San Jose, CA 95113",https://whatnow.com/san-francisco/restaurants/hedley-club-to-reopen-at-hotel-de-anza-in-san-jose/,2026-08-29
2026-08-28,Soleta Golf Club Looks to Be Planning Continued Food and Beverage Rollout,"33720 Singletary Rd, Myakka City, FL 34251",https://whatnow.com/tampa/restaurants/soleta-golf-club-looks-to-be-planning-continued-food-and-beverage-rollout/,2026-08-29
2026-08-28,Tejer To Open At Hotel De Anza In San Jose,"233 W Santa Clara St, San Jose, CA 95113",https://whatnow.com/san-francisco/restaurants/tejer-to-open-at-hotel-de-anza-in-san-jose/,2026-08-29
2026-08-28,The Same Mind Behind Legend Has It Is Eyeing a Second Spot,"1800 3rd St, Sacramento, CA 95811, USA",https://whatnow.com/sacramento/restaurants/the-same-mind-behind-legend-has-it-is-eyeing-a-second-spot/,2026-08-29
2026-08-28,Pressed Café Expanding to Boston's Fenway Neighborhood,"126 Brookline Ave, Boston, MA 02215",https://whatnow.com/boston/restaurants/pressed-cafe-expanding-to-bostons-fenway-neighborhood/,2026-08-29
2026-08-28,A Texas Chicken Chain Is Eyeing Its California Debut in Sacramento and Placer Counties,,https://whatnow.com/sacramento/restaurants/a-texas-chicken-chain-is-eyeing-its-california-debut-in-sacramento-and-placer-counties/,2026-08-29
2026-08-28,The Union Sky Rooftop Restaurant to Open in Downtown Concord,"26 Union St S, Concord, NC 28025",https://whatnow.com/charlotte/restaurants/the-union-sky-rooftop-restaurant-to-open-in-downtown-concord/,2026-08-29
2026-08-28,Sherry Crossland Planning Six New Restaurants Across Denver Metro,"6365 E Hampden Ave, Denver, CO 80222",https://whatnow.com/denver/restaurants/sherry-crossland-planning-six-new-restaurants-across-denver-metro/,2026-08-29
2026-08-28,Taco Street Expanding With New Seattle Location,"5602 1st Ave S, Seattle, WA 98108",https://whatnow.com/seattle/restaurants/taco-street-expanding-with-new-seattle-location/,2026-08-29
2026-08-28,4 New York Restaurants Closed Their Doors Permanently in August 2026,,https://whatnow.com/new-york/restaurants/4-new-york-restaurants-closed-their-doors-permanently-in-august-2026/,2026-08-29
2026-08-28,Opening in Venice Crossing: Texas Roadhouse,"2001 Laurel Rd E, Nokomis, FL 34275",https://whatnow.com/tampa/restaurants/opening-in-venice-crossing-texas-roadhouse/,2026-08-29
2026-08-27,Beloved DMV Chain to Replace The Woodmont Grill,"7715 Woodmont Ave, Bethesda, MD 20814",https://whatnow.com/washington-dc/restaurants/beloved-dmv-chain-to-replace-the-woodmont-grill/,2026-08-29
2026-08-27,"Bossa Brings Brazilian Coffee, Cocktails and Community to NW 21st Avenue","305 NW 21st Ave, Portland, OR 97209, USA",https://whatnow.com/portland/restaurants/bossa-brings-brazilian-coffee-cocktails-and-community-to-nw-21st-avenue/,2026-08-29
2026-08-27,Mountain Song Plans to Reopen in Marblemount,"60147 State Rte 20, Marblemount, WA 98267",https://whatnow.com/seattle/restaurants/mountain-song-plans-to-reopen-in-marblemount/,2026-08-29
2026-08-27,The Blue Corn Cafe & Bakery Plans Fourth Location in Avondale,,https://whatnow.com/phoenix/restaurants/the-blue-corn-cafe-bakery-plans-fourth-location-in-avondale/,2026-08-29
2026-08-27,BurgerFi Coming to Fountain Square Shopping Center in Ypsilanti,"2997 Washtenaw Ave, Ypsilanti, MI 48197",https://whatnow.com/detroit/restaurants/burgerfi-coming-to-fountain-square-shopping-center-in-ypsilanti/,2026-08-29
2026-08-27,Pura Vida Miami Coming to Century City,"10250 Santa Monica Blvd, Los Angeles, CA 90067",https://whatnow.com/los-angeles/restaurants/pura-vida-miami-coming-to-century-city/,2026-08-29
2026-08-27,Char BBQ Preparing to Open in Creekside Plaza,"13513 Poway Rd, Poway, CA 92064",https://whatnow.com/san-diego/restaurants/char-bbq-preparing-to-open-in-creekside-plaza/,2026-08-29
2026-08-27,Beef Box German Shawarma Coming to North Hollywood,"4929 Lankershim Blvd, North Hollywood, CA 91601",https://whatnow.com/los-angeles/restaurants/beef-box-german-shawarma-coming-to-north-hollywood/,2026-08-29
2026-08-27,Retro Alley Arcade to Open in Snoqualmie,"8036 Falls Ave SE, Snoqualmie, WA 98065",https://whatnow.com/seattle/restaurants/retro-alley-arcade-to-open-in-snoqualmie/,2026-08-29
